filepath,filename,domain,label,stratify_key,split,flag
Training_Pool_B_Decks\Non-Cracked\7002-76.jpg,7002-76.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7084-41.jpg,7084-41.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7017-130.jpg,7017-130.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7079-178.jpg,7079-178.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7038-4.jpg,7038-4.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7014-97.jpg,7014-97.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7087-24.jpg,7087-24.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7028-245.jpg,7028-245.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7121-247.jpg,7121-247.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7039-41.jpg,7039-41.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7137-142.jpg,7137-142.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7044-78.jpg,7044-78.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7112-6.jpg,7112-6.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7079-239.jpg,7079-239.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7010-240.jpg,7010-240.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7072-110.jpg,7072-110.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7021-196.jpg,7021-196.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7131-21.jpg,7131-21.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7126-188.jpg,7126-188.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7089-35.jpg,7089-35.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7046-245.jpg,7046-245.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7081-171.jpg,7081-171.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7114-104.jpg,7114-104.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7098-69.jpg,7098-69.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7076-130.jpg,7076-130.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7100-215.jpg,7100-215.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7106-225.jpg,7106-225.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7136-73.jpg,7136-73.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7133-240.jpg,7133-240.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7012-161.jpg,7012-161.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7123-18.jpg,7123-18.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7089-101.jpg,7089-101.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7017-120.jpg,7017-120.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7076-203.jpg,7076-203.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7043-39.jpg,7043-39.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7114-105.jpg,7114-105.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7016-213.jpg,7016-213.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7001-250.jpg,7001-250.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7052-85.jpg,7052-85.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7012-99.jpg,7012-99.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7019-121.jpg,7019-121.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7085-142.jpg,7085-142.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7011-54.jpg,7011-54.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7126-62.jpg,7126-62.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7005-80.jpg,7005-80.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7125-141.jpg,7125-141.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7046-227.jpg,7046-227.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7038-106.jpg,7038-106.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7120-165.jpg,7120-165.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7039-67.jpg,7039-67.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7051-245.jpg,7051-245.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7036-23.jpg,7036-23.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7007-180.jpg,7007-180.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7122-165.jpg,7122-165.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7122-152.jpg,7122-152.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7125-228.jpg,7125-228.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7052-200.jpg,7052-200.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7121-67.jpg,7121-67.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,noncracked_high_edges
Training_Pool_B_Decks\Cracked\7001-187.jpg,7001-187.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7027-77.jpg,7027-77.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7079-220.jpg,7079-220.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7076-131.jpg,7076-131.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7003-169.jpg,7003-169.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7044-86.jpg,7044-86.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7005-225.jpg,7005-225.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7070-220.jpg,7070-220.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7093-235.jpg,7093-235.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7110-59.jpg,7110-59.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7076-70.jpg,7076-70.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7093-22.jpg,7093-22.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7136-84.jpg,7136-84.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7035-5.jpg,7035-5.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,very_bright
Training_Pool_A_Walls\Non-Cracked\7124-199.jpg,7124-199.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7113-205.jpg,7113-205.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7137-132.jpg,7137-132.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7124-55.jpg,7124-55.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7033-143.jpg,7033-143.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7011-86.jpg,7011-86.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7125-177.jpg,7125-177.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7036-197.jpg,7036-197.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7024-31.jpg,7024-31.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7079-139.jpg,7079-139.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7030-251.jpg,7030-251.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,noncracked_high_edges
Training_Pool_B_Decks\Non-Cracked\7015-11.jpg,7015-11.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,very_dark
Training_Pool_B_Decks\Non-Cracked\7017-34.jpg,7017-34.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7109-246.jpg,7109-246.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7139-197.jpg,7139-197.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7125-111.jpg,7125-111.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7028-45.jpg,7028-45.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7135-147.jpg,7135-147.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7129-45.jpg,7129-45.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7084-1.jpg,7084-1.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7039-213.jpg,7039-213.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7073-20.jpg,7073-20.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7014-178.jpg,7014-178.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,noncracked_high_edges
Training_Pool_B_Decks\Non-Cracked\7053-194.jpg,7053-194.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7008-72.jpg,7008-72.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7137-229.jpg,7137-229.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7047-91.jpg,7047-91.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,very_bright
Training_Pool_B_Decks\Non-Cracked\7036-78.jpg,7036-78.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7031-155.jpg,7031-155.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7004-192.jpg,7004-192.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7093-83.jpg,7093-83.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7022-117.jpg,7022-117.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7114-24.jpg,7114-24.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7031-25.jpg,7031-25.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7051-251.jpg,7051-251.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7104-77.jpg,7104-77.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7069-233.jpg,7069-233.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7052-177.jpg,7052-177.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7127-134.jpg,7127-134.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7018-187.jpg,7018-187.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7106-128.jpg,7106-128.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7116-204.jpg,7116-204.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7036-42.jpg,7036-42.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7126-80.jpg,7126-80.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7091-96.jpg,7091-96.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7088-174.jpg,7088-174.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7098-103.jpg,7098-103.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7089-163.jpg,7089-163.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7104-136.jpg,7104-136.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7041-163.jpg,7041-163.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7125-234.jpg,7125-234.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7113-162.jpg,7113-162.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7069-162.jpg,7069-162.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7026-156.jpg,7026-156.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7128-22.jpg,7128-22.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7072-250.jpg,7072-250.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7047-123.jpg,7047-123.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7131-65.jpg,7131-65.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7088-220.jpg,7088-220.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7012-219.jpg,7012-219.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7090-115.jpg,7090-115.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7113-46.jpg,7113-46.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7140-53.jpg,7140-53.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7090-217.jpg,7090-217.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7018-189.jpg,7018-189.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7047-177.jpg,7047-177.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7074-92.jpg,7074-92.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7129-164.jpg,7129-164.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7051-51.jpg,7051-51.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7034-201.jpg,7034-201.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7052-96.jpg,7052-96.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7029-105.jpg,7029-105.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7012-129.jpg,7012-129.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7037-251.jpg,7037-251.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7015-203.jpg,7015-203.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7013-248.jpg,7013-248.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7050-142.jpg,7050-142.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7017-205.jpg,7017-205.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7094-99.jpg,7094-99.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7011-5.jpg,7011-5.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7035-218.jpg,7035-218.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7088-8.jpg,7088-8.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7045-175.jpg,7045-175.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7054-160.jpg,7054-160.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7134-128.jpg,7134-128.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7095-125.jpg,7095-125.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7020-164.jpg,7020-164.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7126-113.jpg,7126-113.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7037-153.jpg,7037-153.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7046-113.jpg,7046-113.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7137-73.jpg,7137-73.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7020-156.jpg,7020-156.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7126-150.jpg,7126-150.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7041-23.jpg,7041-23.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7106-160.jpg,7106-160.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7036-109.jpg,7036-109.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7108-183.jpg,7108-183.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7114-123.jpg,7114-123.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7018-126.jpg,7018-126.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7040-4.jpg,7040-4.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7086-77.jpg,7086-77.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7078-139.jpg,7078-139.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7120-65.jpg,7120-65.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7074-219.jpg,7074-219.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7092-173.jpg,7092-173.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7104-48.jpg,7104-48.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7076-244.jpg,7076-244.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7022-218.jpg,7022-218.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7019-176.jpg,7019-176.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7037-177.jpg,7037-177.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,noncracked_high_edges
Training_Pool_A_Walls\Non-Cracked\7140-69.jpg,7140-69.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7046-183.jpg,7046-183.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7093-47.jpg,7093-47.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7027-240.jpg,7027-240.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7020-216.jpg,7020-216.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7012-79.jpg,7012-79.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7023-127.jpg,7023-127.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,very_bright
Training_Pool_A_Walls\Non-Cracked\7098-214.jpg,7098-214.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7132-123.jpg,7132-123.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7036-213.jpg,7036-213.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_B_Decks\Cracked\7034-5.jpg,7034-5.jpg,Decks,Cracked,Decks_Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7005-180.jpg,7005-180.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7091-51.jpg,7091-51.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7116-97.jpg,7116-97.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,noncracked_high_edges
Training_Pool_B_Decks\Non-Cracked\7004-189.jpg,7004-189.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7085-205.jpg,7085-205.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7074-208.jpg,7074-208.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7135-204.jpg,7135-204.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7074-33.jpg,7074-33.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_A_Walls\Cracked\7077-147.jpg,7077-147.jpg,Walls,Cracked,Walls_Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7101-165.jpg,7101-165.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7057-185.jpg,7057-185.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
Training_Pool_A_Walls\Non-Cracked\7113-43.jpg,7113-43.jpg,Walls,Non-Cracked,Walls_Non-Cracked,train,no flag
Training_Pool_B_Decks\Non-Cracked\7028-5.jpg,7028-5.jpg,Decks,Non-Cracked,Decks_Non-Cracked,train,no flag
